origen,prueba_desde,tarea,H,metodo,semilla,mase_medio,mase_mediano,mase_rel_medio,mase_rel_mediano,ic95,n_series,n_entrena,n_prueba,epocas,mejor_epoca,grad_inicio,grad_final,parametro
0,2020-07-24,magnitud,5,EWMA RiskMetrics,,1.363471508026123,1.3000158071517944,0.9226034283638,0.9227399230003357,0.004760639738958147,273,106746,6552,,,,,0.7498
0,2020-07-24,magnitud,5,EWMA ajustado,,1.3643735647201538,1.3004096746444702,0.922762930393219,0.9227728247642517,0.004394430750655955,273,106746,6552,,,,,0.96
0,2020-07-24,magnitud,5,HAR,,1.36159348487854,1.2909455299377441,0.9205710291862488,0.9211876392364502,0.004831641769041261,273,106746,6552,,,,,
0,2020-07-24,magnitud,5,"GARCH(1,1) agrupado",,1.3935847282409668,1.3128236532211304,0.9388368725776672,0.9358452558517456,0.006091074756848941,273,106746,6552,,,,,0.5332
0,2020-07-24,magnitud,5,regresion agrupada (L2),,1.3771296739578247,1.322060465812683,0.9338914155960083,0.9373669028282166,0.0046500303029651645,273,106746,6552,,,,,
0,2020-07-24,magnitud,5,regresion agrupada (L1),,1.3612346649169922,1.3060771226882935,0.9211772084236145,0.9262118935585022,0.004445293811588495,273,106746,6552,,,,,
0,2020-07-24,magnitud,10,volatilidad reciente,,1.4901151657104492,1.4123668670654297,1.0,1.0,0.0,273,106473,6279,,,,,
0,2020-07-24,magnitud,10,mediana de la ventana,,1.3943108320236206,1.3185673952102661,0.9377790093421936,0.9390807151794434,0.0038923994967753244,273,106473,6279,,,,,
0,2020-07-24,magnitud,10,media reescalada (c global),,1.3819628953933716,1.314239263534546,0.929269552230835,0.9286849498748779,0.0034980982676001775,273,106473,6279,,,,,0.7452
0,2020-07-24,magnitud,10,media reescalada (c por serie),,1.3825314044952393,1.313777208328247,0.9295558333396912,0.9288420677185059,0.003556541906898412,273,106473,6279,,,,,
0,2020-07-24,magnitud,10,EWMA RiskMetrics,,1.3726873397827148,1.3115829229354858,0.9245089292526245,0.9247784614562988,0.004683130794008757,273,106473,6279,,,,,0.7449
0,2020-07-24,magnitud,10,EWMA ajustado,,1.3729512691497803,1.3124017715454102,0.924006998538971,0.9242474436759949,0.004133494896854888,273,106473,6279,,,,,0.97
0,2020-07-24,magnitud,10,HAR,,1.367782711982727,1.295498251914978,0.9211026430130005,0.9212680459022522,0.00471079397531863,273,106473,6279,,,,,
0,2020-07-24,magnitud,10,"GARCH(1,1) agrupado",,1.4062942266464233,1.3190244436264038,0.9420379400253296,0.9391868114471436,0.00629702875828375,273,106473,6279,,,,,0.5283
0,2020-07-24,magnitud,10,regresion agrupada (L2),,1.3819160461425781,1.3205646276474,0.9331547617912292,0.9349645972251892,0.004655106418048302,273,106473,6279,,,,,
0,2020-07-24,magnitud,10,regresion agrupada (L1),,1.3701956272125244,1.3088185787200928,0.9237041473388672,0.927010178565979,0.0043617333907205015,273,106473,6279,,,,,
0,2020-07-24,magnitud,20,volatilidad reciente,,1.4922552108764648,1.4033845663070679,1.0,1.0,0.0,273,106200,6006,,,,,
0,2020-07-24,magnitud,20,mediana de la ventana,,1.3957929611206055,1.3163670301437378,0.9376167058944702,0.9380311965942383,0.004024362706399114,273,106200,6006,,,,,
0,2020-07-24,magnitud,20,media reescalada (c global),,1.3819527626037598,1.3086249828338623,0.9281495213508606,0.9271513223648071,0.0037394103393771244,273,106200,6006,,,,,0.7412
0,2020-07-24,magnitud,20,media reescalada (c por serie),,1.3825265169143677,1.3065662384033203,0.9284430742263794,0.9282584190368652,0.003801788339881753,273,106200,6006,,,,,
0,2020-07-24,magnitud,20,EWMA RiskMetrics,,1.3800837993621826,1.2923309803009033,0.9277277588844299,0.9275640845298767,0.004562838545616359,273,106200,6006,,,,,0.7386
